J. Enkovaara et al.,Electronic structure calculations with GPAW: a real-space implementation of the projector augmented-wave method,Journal of Physics:Condensed Matter22(2010) 253202.
0.000000000000000000e+00 0.000000000000000000e+00 9.135255338950923232e+00 -4.964628765024196421e-18
2.016706947378726356e-01 0.000000000000000000e+00 9.152562322993819777e+00 1.720788299116867904e-08
4.067390736257135986e-01 0.000000000000000000e+00 9.206216598403781148e+00 3.526260903153630116e-08
6.152917307823642101e-01 0.000000000000000000e+00 9.299894672715966593e+00 5.483659632466921782e-08
8.274182281482994616e-01 0.000000000000000000e+00 9.439062491743595018e+00 7.679801166980525003e-08
1.043211223728831571e+00 0.000000000000000000e+00 9.631650473831365744e+00 1.023441251986637526e-07
1.262766606545141945e+00 0.000000000000000000e+00 9.889175662434572800e+00 1.332351836619495419e-07
1.486183638706066956e+00 0.000000000000000000e+00 1.022868000993416793e+01 1.722317212386952051e-07
1.713565105042886838e+00 0.000000000000000000e+00 1.067628558076013157e+01 2.239978054986156050e-07
1.945017470781020830e+00 0.000000000000000000e+00 1.127430798483916341e+01 2.972013670296131421e-07
2.180651047756792860e+00 0.000000000000000000e+00 1.209747633843576153e+01 4.103667957828037710e-07
2.420580169724474207e+00 0.000000000000000000e+00 1.330037385239955405e+01 6.401451527304127244e-07
2.664923377338936472e+00 0.000000000000000000e+00 1.535362904528430761e+01 1.413695964429355356e-02
2.913803613442724316e+00 0.000000000000000000e+00 1.940912134537738964e+01 7.950733087261598886e-01
3.167348429333495474e+00 0.000000000000000000e+00 2.288604556463864625e+01 7.347437385574798974e+00
3.425690202738931323e+00 0.000000000000000000e+00 1.786760597283551988e+01 1.828184833628140993e+01
3.688966368281770158e+00 0.000000000000000000e+00 1.826097486439166673e+01 6.990958094505232978e+00
3.957319661277996836e+00 0.000000000000000000e+00 2.134401586673552487e+01 2.857692618246035110e+01
4.230898375776869003e+00 0.000000000000000000e+00 2.843422401882232275e+00 3.760224195416812165e+01
4.509856637822944769e+00 0.000000000000000000e+00 -1.331648002008473242e+01 1.472112434036700890e+01
4.794354694998141930e+00 0.000000000000000000e+00 -4.814311012909371357e+00 6.399764265760623516e+00
5.084559223386716731e+00 0.000000000000000000e+00 2.431050524205349284e-01 8.561619734417922345e+00
5.380643653198714738e+00 0.000000000000000000e+00 2.504676054049609135e+00 7.987764752661848711e+00
5.682788514388592560e+00 0.000000000000000000e+00 3.743998876490334471e+00 1.911590225259464049e+01
5.991181803716242094e+00 0.000000000000000000e+00 -1.024653092700522805e+01 1.134945112329781836e+01
6.306019374818708556e+00 0.000000000000000000e+00 -7.308603866178851938e+00 8.231797148159804678e+00
6.627505352993247278e+00 0.000000000000000000e+00 -7.584572375889009344e+00 5.671904790255120510e+00
6.955852576537657761e+00 0.000000000000000000e+00 -6.282388811187245459e+00 2.662186485523386548e+00
7.291283066653026168e+00 0.000000000000000000e+00 -4.243133438540315439e+00 2.373261501476316315e+00
7.634028528088996346e+00 0.000000000000000000e+00 -3.350633264525504806e+00 1.868516029638829234e+00
7.984330882903883264e+00 0.000000000000000000e+00 -2.381370436066510887e+00 2.153559733509616603e+00
8.342442839923572606e+00 0.000000000000000000e+00 -2.284499207052356873e+00 2.326220837734152447e+00
8.708628502716102560e+00 0.000000000000000000e+00 -2.257068864355312510e+00 2.187945738351548819e+00
9.083164019155809399e+00 0.000000000000000000e+00 -2.113342860931147538e+00 1.644856149660495204e+00
9.466338275934440105e+00 0.000000000000000000e+00 -1.851830517133878251e+00 2.266785237361818695e+00
9.858453641690140046e+00 0.000000000000000000e+00 -2.512844606667515635e+00 1.102917878506793015e+00
1.025982676277171635e+01 0.000000000000000000e+00 -1.752254832715343325e+00 3.453416388313146346e-01
1.067078941603967834e+01 0.000000000000000000e+00 -9.583805112346160948e-01 5.465735569364169599e-01
1.109168942353119824e+01 0.000000000000000000e+00 -7.214368758480822486e-01 1.163282895314227350e+00
1.152289163428874552e+01 0.000000000000000000e+00 -1.196284604614519909e+00 7.601636491145357111e-01
1.196477897917745459e+01 0.000000000000000000e+00 -9.055801972794025323e-01 6.415543085100884335e-01
1.241775360510098203e+01 0.000000000000000000e+00 -7.879699387332249616e-01 5.090200138245616346e-01
1.288223809567694822e+01 0.000000000000000000e+00 -6.238744020219424424e-01 2.977493976895527195e-01
1.335867678616007659e+01 0.000000000000000000e+00 -3.516578080839085629e-01 3.058914917386594823e-01
1.384753718121336341e+01 0.000000000000000000e+00 -2.058801507058513891e-01 3.170821492634077754e-01
1.434931148503621934e+01 0.000000000000000000e+00 -1.017189808398454992e-01 3.618696628370454138e-01
1.486451825437694829e+01 0.000000000000000000e+00 -7.987930851719827335e-03 4.003491223113438413e-01
1.539370418609931512e+01 0.000000000000000000e+00 -5.858597941969512918e-02 4.604025239820396243e-01
1.593744605225703204e+01 0.000000000000000000e+00 -6.235605848026427867e-02 3.324648859015371660e-01
1.649635279707501923e+01 0.000000000000000000e+00 1.171210534225178117e-02 2.628208262671164475e-01
1.707106781186547906e+01 0.000000000000000000e+00 1.369603324531778188e-01 2.287522702433631150e-01
